50 0 2 2 1, 50 0 2 2 1, 50 0 7 2 1, 255 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 5 3 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1
50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1
50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1
50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1
50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1
50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1
50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1
50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1
50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1
50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 0 2 2 1, 50 30 2 2 1
